max_TCP_windows_size_value_forward_traffic_ratio,max_ttl_backward_traffic_enc,min_ttl_forward_traffic,total_TCP_windows_size_value_forward_traffic_ratio,IPratio_ratio,std_forward_packet_length_ratio,min_backward_packet_length,std_forward_packet_length_enc,mean_ttl_backward_traffic_ratio,IPratio_enc,min_forward_packet_length,std_length_of_IP_packet_ratio,min_ttl_backward_traffic_ratio,max_Interval_of_arrival_time_of_backward_traffic_ratio,meidan_length_of_IP_packet_ratio,max_length_of_IP_packet_ratio,std_length_of_IP_packet_enc,max_Change_values_of_TCP_windows_length_per_session,flow_duration_of_backward_traffic_ratio,median_ttl_backward_traffic,mean_backward_packet_length_ratio,median_forward_packet_length_ratio,std_TCP_windows_size_value_backward_traffic_ratio,std_Length_of_TCP_packet_header,max_Interval_of_arrival_time_of_backward_traffic_enc,mean_forward_packet_length_ratio,median_TCP_windows_size_value_backward_traffic_ratio,label,unique_link_mark
0.30945315811784657,0.0,0.0,0.30945315811784657,0.75,0.30262322873201003,0.0,178.09509,0.0,0.75,0.0,1.8611126322300213,0.0,1.0,1.0,6.669152322989995,808.166004,0.0,0.5,0.0,1.589181927946695,0.21442409607107363,0.0,0.0,135018.110275,0.21442409607107363,0.6905468418821534,1,session_0
0.5020632737276479,0.0,0.0,0.5020632737276479,1.2592592592592593,0.16052179051094223,0.0,167.457236,0.0,1.2592592592592593,0.0,2.284929106579278,0.0,1.0000056213517712,1.0,9.455187740082309,1399.687637,0.0,0.5,0.0,2.0717686140732874,0.14888963000062475,0.0,0.0,5004765.987396,0.14888963000062475,0.49793672627235214,1,session_1
0.30945315811784657,0.0,0.0,0.30945315811784657,0.8181818181818182,0.46968171634185696,0.0,180.282417,0.0,0.8181818181818182,0.0,1.8696267270896274,0.0,1.0,1.0,5.832829808660624,464.134835,0.0,0.5,0.0,1.5039824230670449,0.3840214829180565,0.0,0.0,47977.924347,0.3840214829180565,0.6905468418821534,1,session_2
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,session_3
0.30945315811784657,0.0,0.0,0.30945315811784657,0.7692307692307693,0.3606607812475204,0.0,170.677734,0.0,0.7692307692307693,0.0,1.6318244522186625,0.0,1.0,1.0,6.036838071958288,647.124818,0.0,0.5,0.0,1.6062931696085954,0.21181887950882577,0.0,0.0,106863.975525,0.21181887950882577,0.6905468418821534,0,session_4
0.5020632737276479,0.0,0.0,0.5020632737276479,1.12,0.16517725479892056,0.0,160.312505,0.0,1.12,0.0,2.2653198398637135,0.0,1.0000133949578207,1.0,11.911413969335605,1329.742746,0.0,0.5,0.0,1.9637478707805918,0.1395108296601859,0.0,0.0,5001622.200012,0.1395108296601859,0.49793672627235214,1,session_5
0.30945315811784657,0.0,0.0,0.30945315811784657,0.7692307692307693,0.3601268444509715,0.0,170.369566,0.0,0.7692307692307693,0.0,1.6324437379148944,0.0,1.0,1.0,6.038824297614672,647.157479,0.0,0.5,0.0,1.606821671419171,0.2111318271550779,0.0,0.0,120980.978012,0.2111318271550779,0.6905468418821534,1,session_6
0.30945315811784657,0.0,0.0,0.30945315811784657,0.7142857142857143,0.3648147493950663,0.0,170.574487,0.0,0.7142857142857143,0.0,1.6791200605263157,0.0,1.0,1.0,6.3,638.065623,0.0,0.5,0.0,1.556578947368421,0.22078947368421054,0.0,0.0,107985.019684,0.22078947368421054,0.6905468418821534,1,session_7
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,session_8
0.0,0.0,0.0,0.0,1.0,0.0,157.0,0.0,0.0,1.0,53.0,0.5979097482837529,0.0,0.000848462645108224,1.0,1.5926773455377574,65.32164,0.0,0.5,0.0,1.5148741418764302,0.4851258581235698,0.0,0.0,20.980835,0.4851258581235698,0.0,0,session_9
0.30945315811784657,0.0,0.0,0.30945315811784657,0.7692307692307693,0.3603039528794011,0.0,170.471764,0.0,0.7692307692307693,0.0,1.6322370950875413,0.0,1.0,1.0,6.038162077188893,647.146525,0.0,0.5,0.0,1.6066454655115694,0.21136089483495998,0.0,0.0,205004.930496,0.21136089483495998,0.6905468418821534,1,session_10
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,session_11
0.30945315811784657,0.0,0.0,0.30945315811784657,0.9,0.44337064036976753,0.0,172.387725,0.0,0.9,0.0,1.8430657285425085,0.0,1.0,1.0,5.635395339017444,473.570888,0.0,0.5,0.0,1.6003277332238202,0.33296918530686676,0.0,0.0,97821.950912,0.33296918530686676,0.6905468418821534,1,session_12
0.30945315811784657,0.0,0.0,0.30945315811784657,1.0769230769230769,0.43561999777609306,0.0,227.636639,0.0,1.0769230769230769,0.0,2.333797133245764,0.0,1.0076020375722414,1.0,11.403237565786315,592.698035,0.0,0.5,0.0,1.5220269012430776,0.5152607345599991,0.0,0.0,8772655.963898,0.5152607345599991,0.6905468418821534,1,session_13
0.30945315811784657,0.0,0.0,0.30945315811784657,0.7692307692307693,0.3592153057410632,0.0,169.866484,0.0,0.7692307692307693,0.0,1.6341968646179803,0.0,1.0,1.0,6.044790870157947,647.21301,0.0,0.5,0.0,1.6076323501558318,0.21007794479741887,0.0,0.0,68103.075027,0.21007794479741887,0.6905468418821534,1,session_14
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,session_15
0.0,0.0,0.0,0.0,1.0,0.0,153.0,0.0,0.0,1.0,42.0,0.6739044278606965,0.0,0.07484900578089046,1.0,1.6417910447761195,67.727395,0.0,0.5,0.0,1.5820895522388059,0.417910447761194,0.0,0.0,1941.204071,0.417910447761194,0.0,0,session_16
