max_TCP_windows_size_value_forward_traffic_ratio,max_ttl_backward_traffic_enc,min_ttl_forward_traffic,total_TCP_windows_size_value_forward_traffic_ratio,IPratio_ratio,std_forward_packet_length_ratio,min_backward_packet_length,std_forward_packet_length_enc,mean_ttl_backward_traffic_ratio,IPratio_enc,min_forward_packet_length,std_length_of_IP_packet_ratio,min_ttl_backward_traffic_ratio,max_Interval_of_arrival_time_of_backward_traffic_ratio,meidan_length_of_IP_packet_ratio,max_length_of_IP_packet_ratio,std_length_of_IP_packet_enc,max_Change_values_of_TCP_windows_length_per_session,flow_duration_of_backward_traffic_ratio,median_ttl_backward_traffic,mean_backward_packet_length_ratio,median_forward_packet_length_ratio,std_TCP_windows_size_value_backward_traffic_ratio,std_Length_of_TCP_packet_header,max_Interval_of_arrival_time_of_backward_traffic_enc,mean_forward_packet_length_ratio,median_TCP_windows_size_value_backward_traffic_ratio,unique_link_mark,label,source
1.0,32,32,0.5161290322580645,1.0,0.14784425419091457,52,3.0,1.0,1.0,52,0.30979578454508433,1.0,1.0,0.8396946564885496,1.618320610687023,20.291623887703025,2,0.9994316224237677,32.0,1.1603053435114503,1.0,0.7559289460184545,0.0,0.060197999999218155,0.8396946564885496,0.9375,1.1.242.234:65277-1.2.250.47:21,0,
1.0,32,32,0.3684210526315789,0.3333333333333333,0.0,1252,0.0,1.0,0.3333333333333333,52,0.5574473088171552,1.0,1.0,1.278810408921933,1.3940520446096654,599.813304287259,1,0.11363640121878904,32.0,1.3172242874845104,0.0377906976744186,0.0,0.0,3.0000010156072676e-06,0.048327137546468404,1.0,1.1.75.70:61884-1.2.230.194:56937,0,
1.0,32,32,0.6666666666666666,2.0,1.0606601717798212,56,2.0,1.0,2.0,52,0.034493013716416956,1.0,0.0,1.024390243902439,1.024390243902439,1.8856180831641267,0,0.0,32.0,1.024390243902439,0.9642857142857143,0.0,1.8856180831641267,0.0,0.9878048780487805,1.0,1.1.161.147:9863-1.2.173.134:51825,0,
1.0,32,32,0.5490196078431373,1.0,0.12777531299998798,52,2.598076211353316,1.0,1.0,52,0.30012048070241976,1.0,1.0,0.8118081180811808,1.5645756457564575,20.33316256758894,5,0.9997301696973399,32.0,1.2103321033210332,0.9454545454545454,0.3592106040535498,0.0,0.044325999999273336,0.7896678966789668,0.92,1.1.79.75:59257-1.2.226.158:21,0,
1.0,32,32,0.5035971223021583,0.8,0.36149188958159156,52,2.598076211353316,1.0,0.8,52,0.12859611633237558,1.0,0.9989436851808794,0.9304174950298211,1.3419483101391652,7.187094057242769,6,1.0,32.0,1.0341948310139164,1.0,0.2113992790252933,0.0,0.045393000000331085,0.9572564612326044,1.0,1.1.45.220:34193-1.2.128.212:21,0,
1.0,32,32,0.5238095238095238,1.0,0.0,52,0.0,1.0,1.0,58,0.05454545454545454,1.0,0.0,1.0,1.0545454545454545,3.0,1,0.0,32.0,0.9454545454545454,1.0545454545454545,0.0,0.0,0.0,1.0545454545454545,0.9523809523809523,1.1.34.237:12118-1.2.42.151:21,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,68,0.13333333333333333,1.0,0.0,1.0,1.1333333333333333,8.0,0,0.0,32.0,0.8666666666666667,1.1333333333333333,0.0,0.0,0.0,1.1333333333333333,1.0,1.1.130.133:37579-1.2.58.26:21,0,
1.0,32,32,0.6666666666666666,2.0,1.0606601717798212,56,2.0,1.0,2.0,52,0.034493013716416956,1.0,0.0,1.024390243902439,1.024390243902439,1.8856180831641267,0,0.0,32.0,1.024390243902439,0.9642857142857143,0.0,1.8856180831641267,0.0,0.9878048780487805,1.0,1.1.90.24:55786-1.2.93.214:51273,0,
1.0,32,32,0.6666666666666666,2.0,1.0606601717798212,56,2.0,1.0,2.0,52,0.034493013716416956,1.0,0.0,1.024390243902439,1.024390243902439,1.8856180831641267,0,0.0,32.0,1.024390243902439,0.9642857142857143,0.0,1.8856180831641267,0.0,0.9878048780487805,1.0,1.1.62.215:1999-1.2.246.182:51450,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,68,0.13333333333333333,1.0,0.0,1.0,1.1333333333333333,8.0,0,0.0,32.0,0.8666666666666667,1.1333333333333333,0.0,0.0,0.0,1.1333333333333333,1.0,1.1.243.220:21596-1.2.79.139:21,0,
1.0,32,32,0.391304347826087,0.5,0.0,52,0.0,1.0,0.5,52,0.0,1.0,1.0,1.0,1.0,0.0,2,1.0,32.0,1.0,1.0,0.0,0.0,3.7999998312443495e-05,1.0,1.0,1.1.0.198:3324-1.2.188.66:21,0,
1.0,32,32,0.5555555555555556,1.0,0.0,94,0.0,1.0,1.0,52,0.2876712328767123,1.0,0.0,1.0,1.2876712328767124,21.0,1,0.0,32.0,1.2876712328767124,0.7123287671232876,0.0,0.0,0.0,0.7123287671232876,0.8888888888888888,1.1.147.93:13101-1.2.154.109:21,0,
1.0,32,32,0.6190476190476191,1.5,0.39699422278360913,56,1.8856180831641267,1.0,1.5,52,0.08451489029920226,1.0,0.9248120327488113,0.9964412811387899,1.1565836298932384,4.749736834815167,1,0.6406250100660221,32.0,1.0765124555160142,0.9285714285714286,0.0,1.9595917942265426,0.0001230000016221311,0.9489916963226571,1.0,1.1.244.181:18751-1.2.240.143:21,0,
1.0,32,32,0.56,1.0,0.0,76,0.0,1.0,1.0,52,0.1875,1.0,0.0,1.0,1.1875,12.0,1,0.0,32.0,1.1875,0.8125,0.0,0.0,0.0,0.8125,0.88,1.1.170.132:9918-1.2.150.16:21,0,
1.0,32,32,0.5555555555555556,1.0,0.0,65,0.0,1.0,1.0,52,0.1111111111111111,1.0,0.0,1.0,1.1111111111111112,6.5,1,0.0,32.0,1.1111111111111112,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,1.1.111.120:51158-1.2.118.236:21,0,
1.0,32,32,0.5263157894736842,1.0,0.0,52,0.0,1.0,1.0,61,0.07964601769911504,1.0,0.0,1.0,1.079646017699115,4.5,1,0.0,32.0,0.9203539823008849,1.079646017699115,0.0,0.0,0.0,1.079646017699115,0.9473684210526315,1.1.83.52:24344-1.2.238.95:21,0,
